"FOLIO","SEXO","OPC_ED01"
280406645,"M","S711000"
280406706,"H","S573087"
280406867,"M","S573087"
280406896,"H","S573087"
280406980,"M","S711000"
280406995,"M","S715000"
280407473,"M","S711000"
280407488,"H","S711000"
280407514,"H","S574015"
280407527,"M","S574087"
280407611,"H","S574015"
280408443,"H","S574087"
280408577,"M","S132313"
280408599,"M","S711000"
280408606,"M","S573013"
280408751,"H","S711000"
280408762,"M","S711000"
280408877,"H","S711000"
280408970,"M","S711000"
280410030,"M","S132313"
280410305,"H","S574087"
280410523,"H","S574015"
280410659,"H","S573087"
280410710,"M","S573087"
280410776,"M","S574087"
280410807,"M","S711000"
280500227,"H","S711000"
280500250,"H","S763000"
280500546,"H","S573087"
280500847,"H","S711000"
280500861,"M","S715000"
280501257,"H","S574015"
280501274,"M","S711000"
280501303,"H","S711000"
280501426,"H","S763000"
280501492,"H","S711000"
280501637,"H","S574087"
280501846,"H","S574087"
280501927,"H","S573013"
280501933,"H","S573087"
280501959,"H","S132302"
280502137,"H","S711000"
280502272,"H","S711000"
280502333,"M","S711000"
280502643,"H","S711000"
280502667,"H","S711000"
280502775,"M","S574087"
280502786,"M","S711000"
280502795,"H","S574015"
280502862,"M","S711000"
280502873,"M","S711000"
280502941,"H","S711000"
280503168,"M","S763000"
280503195,"M","S711000"
280503461,"M","S573013"
280503532,"H","S711000"
280503663,"H","S711000"
280503742,"M","S715000"
280503750,"M","S574087"
280503797,"M","S711000"
280504006,"M","S711000"
280504105,"M","S456036"
280504940,"M","S711000"
280505194,"H","S573087"
280505431,"H","S132302"
280505510,"M","S711000"
280505603,"M","S711000"
280507097,"H","S132313"
280507336,"H","S574015"
280507469,"H","S711000"
280507497,"H","S574015"
280507667,"M","S711000"
280507720,"H","S574087"
280507759,"M","S573013"
280507988,"M","S711000"
280508299,"M","S132313"
280508336,"M","S132313"
280508387,"M","S573013"
280509398,"M","S711000"
280509846,"M","S573013"
280509871,"M","S711000"
280509917,"M","S711000"
280510017,"M","S711000"
280510067,"M","S574015"
280510130,"H","S711000"
280510165,"M","S573013"
280510179,"H","S574015"
280600125,"M","S711000"
280600233,"M","S132313"
280600266,"M","S573013"
280600314,"H","S711000"
280600481,"H","S711000"
280600563,"M","S711000"
280600710,"H","S711000"
280600741,"H","S711000"
280600828,"H","S711000"
280600884,"H","S574087"
280601222,"H","S574087"
280601262,"H","S711000"
280601431,"H","S574015"
280601601,"M","S711000"
280601753,"H","S711000"
280601774,"M","S711000"
280602207,"M","S711000"
280602471,"M","S574015"
280602778,"H","S574087"
280603071,"M","S711000"
280603116,"H","S711000"
280603121,"M","S573013"
280603486,"H","S132313"
280603510,"H","S573013"
280603559,"H","S711000"
280603935,"M","S132313"
280604026,"H","S711000"
280604054,"M","S763000"
280604174,"H","S573087"
280604426,"H","S711000"
280604604,"H","S574087"
280604757,"M","S711000"
280604897,"H","S711000"
280604951,"M","S574087"
280605040,"M","S711000"
280605312,"M","S711000"
280605349,"H","S573013"
280605501,"M","S711000"
280605521,"H","S711000"
280605662,"H","S574015"
280606057,"M","S711000"
280606088,"M","S573013"
280606233,"H","S574087"
280606542,"M","S711000"
280606599,"H","S574015"
280606602,"H","S711000"
280606626,"H","S573087"
280607094,"M","S573013"
280607157,"H","S711000"
280607647,"H","S573087"
280607745,"M","S574087"
280607895,"M","S763000"
280607913,"M","S574015"
280608296,"M","S573087"
280608384,"H","S574015"
280608390,"H","S711000"
280608676,"H","S711000"
280608683,"M","S711000"
280608994,"M","S711000"
280609207,"M","S711000"
280609235,"M","S573013"
280609553,"M","S573013"
280609793,"H","S711000"
280609848,"M","S573013"
280609855,"M","S132313"
280610365,"H","S711000"
280610594,"M","S574015"
280610700,"H","S711000"
280700299,"H","S132302"
280700370,"H","S711000"
280700393,"H","S711000"
280700423,"M","S711000"
280700783,"M","S711000"
280700845,"H","S574015"
280700867,"M","S132313"
280700906,"H","S711000"
280700937,"M","S456036"
280700953,"H","S711000"
280701081,"H","S573013"
280701108,"H","S132302"
280701128,"M","S711000"
280701352,"M","S711000"
280701411,"H","S574015"
280701415,"M","S573087"
280701421,"M","S711000"
280701486,"H","S573013"
280701644,"M","S132313"
280701734,"M","S477070"
280701786,"M","S132313"
280702097,"H","S574087"
280702172,"M","S574087"
280702204,"H","S711000"
280702304,"M","S711000"
280702350,"H","S574015"
280702512,"H","S456076"
280702758,"M","S574087"
280702831,"M","S711000"
280702935,"H","S711000"
280703000,"H","S574015"
280703126,"H","S711000"
280703312,"M","S711000"
280703401,"H","S574015"
280703866,"M","S574087"
280703873,"M","S711000"
280703965,"M","S763000"
280704189,"M","S711000"
280704778,"H","S711000"
280704839,"M","S574087"
280704919,"H","S711000"
280704929,"H","S574015"
280704952,"H","S711000"
280705154,"H","S574015"
280705168,"H","S711000"
280705197,"H","S711000"
280705217,"H","S711000"
280705327,"M","S574087"
280705357,"H","S711000"
280705438,"H","S711000"
280705486,"H","S711000"
280705636,"M","S132313"
280705771,"M","S711000"
280705790,"M","S711000"
280705949,"H","S711000"
280706048,"H","S574087"
280706154,"H","S711000"
280706377,"M","S711000"
280706545,"H","S573087"
280707033,"M","S715000"
280707066,"H","S573013"
280707092,"M","S711000"
280707124,"M","S715000"
280707363,"H","S711000"
280707462,"M","S574015"
280707771,"M","S573013"
280707794,"M","S711000"
280707964,"H","S711000"
280708107,"M","S132313"
280708274,"M","S711000"
280708427,"M","S711000"
280708824,"H","S573087"
280708909,"H","S711000"
280709022,"H","S711000"
280709663,"H","S711000"
280709762,"M","S573013"
280709784,"M","S574015"
280709879,"H","S574015"
280710155,"M","S711000"
280710159,"M","S711000"
280710328,"M","S573013"
280710407,"H","S711000"
280710499,"M","S711000"
280710809,"M","S715000"
280710829,"M","S711000"
280710836,"M","S573013"
280800084,"M","S574087"
280800110,"M","S711000"
280800150,"M","S711000"
280800190,"H","S711000"
280800209,"H","S573087"
280800215,"M","S132313"
280800224,"M","S574015"
280800232,"M","S711000"
280800256,"M","S711000"
280800337,"M","S573013"
280800359,"M","S574087"
280800418,"H","S574087"
280800477,"M","S573013"
280800628,"H","S574015"
280800733,"H","S573013"
280800836,"H","S711000"
280801208,"M","S711000"
280801297,"H","S711000"
280801386,"M","S574015"
280801792,"H","S574015"
280801804,"H","S573087"
280801944,"M","S763000"
280802011,"M","S132313"
280802020,"M","S711000"
280802110,"M","S574087"
280802251,"M","S711000"
280802259,"M","S574087"
280802412,"M","S711000"
280802736,"H","S574087"
280802901,"H","S574015"
280803003,"M","S711000"
280803061,"H","S711000"
280803119,"H","S711000"
280803660,"M","S574087"
280803681,"M","S132313"
280803705,"M","S573087"
280803734,"M","S711000"
280803851,"M","S573013"
280803931,"M","S711000"
280804448,"H","S711000"
280804678,"H","S574087"
280804695,"H","S711000"
280804851,"H","S574015"
280804990,"H","S573013"
280805042,"H","S711000"
280805062,"H","S574015"
280805252,"M","S711000"
280805299,"H","S711000"
280805353,"M","S574087"
280805495,"H","S573013"
280805508,"M","S711000"
280805543,"H","S711000"
280805628,"M","S711000"
280805688,"M","S711000"
280805729,"M","S132313"
280805773,"M","S573013"
280805788,"H","S573013"
280805890,"H","S711000"
280805906,"M","S763000"
280805932,"M","S711000"
280805934,"H","S711000"
280806115,"M","S132302"
280806135,"M","S711000"
280806311,"H","S711000"
280806480,"M","S711000"
280806527,"H","S711000"
280806540,"M","S711000"
280806585,"M","S573013"
280806589,"M","S574087"
280806613,"M","S573087"
280806825,"M","S711000"
280806855,"H","S574015"
280806895,"H","S711000"
280806940,"M","S573013"
280806975,"H","S711000"
280807093,"M","S711000"
280807523,"H","S711000"
280807573,"H","S715000"
280807666,"H","S574015"
280807677,"M","S132313"
280807811,"H","S711000"
280808062,"H","S711000"
280808232,"M","S711000"
280808412,"M","S711000"
280808562,"H","S574015"
280808565,"M","S711000"
280808629,"H","S711000"
280808647,"M","S711000"
280808733,"M","S711000"
280809097,"H","S711000"
280809109,"H","S711000"
280809190,"M","S573013"
280809278,"H","S711000"
280809322,"M","S573013"
280809356,"H","S573087"
280809482,"H","S711000"
280809720,"M","S573013"
280809890,"M","S711000"
280810194,"H","S132302"
280810492,"H","S574015"
280810509,"M","S573013"
280810518,"M","S573013"
280810545,"H","S711000"
280810826,"H","S711000"
280811020,"H","S574015"
280811030,"M","S574087"
280811096,"H","S715000"
280811102,"H","S711000"
280811123,"H","S574087"
280811208,"H","S711000"
280811216,"H","S574015"
280900602,"H","S763000"
280900719,"M","S573013"
280900747,"H","S711000"
280901282,"M","S711000"
280901414,"M","S711000"
280901779,"H","S711000"
280901947,"H","S711000"
280901987,"M","S574087"
280902187,"M","S711000"
280902244,"M","S711000"
280902258,"H","S711000"
280902274,"H","S573013"
280902312,"M","S573013"
280902449,"M","S574087"
280902465,"M","S574087"
280902509,"M","S715000"
280902511,"M","S711000"
280902530,"M","S574087"
280902561,"H","S711000"
280902583,"M","S715000"
280902586,"H","S711000"
280902730,"M","S711000"
280902735,"H","S574015"
280902768,"M","S711000"
280903017,"M","S574015"
280903067,"M","S574087"
280903089,"H","S574087"
280903315,"H","S711000"
280903378,"H","S456076"
280903538,"M","S711000"
280903771,"M","S574087"
280903811,"H","S574087"
280904087,"M","S574015"
280904192,"M","S132313"
280904207,"M","S573013"
280904247,"M","S574015"
280904273,"H","S573013"
280904621,"H","S573013"
280904667,"H","S574087"
280904669,"M","S711000"
280904755,"M","S132302"
280904781,"H","S574015"
280905084,"H","S574015"
280905167,"M","S574087"
280905469,"M","S711000"
280907161,"M","S574087"
280907579,"M","S711000"
280907612,"H","S574015"
280907727,"M","S573013"
280907774,"H","S573013"
280907894,"M","S711000"
280908378,"H","S711000"
280908485,"H","S711000"
280908502,"H","S574087"
280908505,"M","S574015"
280908567,"H","S574087"
280908708,"H","S573013"
280908752,"M","S711000"
280908795,"H","S574087"
280908861,"M","S711000"
280909281,"M","S574015"
280909288,"H","S711000"
280909319,"H","S456076"
280909381,"H","S573087"
280909488,"M","S711000"
280909950,"H","S711000"
280909970,"H","S711000"
280910058,"M","S711000"
280910167,"M","S711000"
280910330,"M","S573013"
280910579,"M","S711000"
280910636,"H","S573087"
280910662,"M","S711000"
280910694,"H","S574015"
280910706,"H","S711000"
280910823,"M","S574087"
280910841,"H","S711000"
280910901,"H","S711000"
280910955,"H","S573013"
281000076,"M","S573013"
281000158,"H","S711000"
281000378,"M","S711000"
281000586,"M","S574015"
281000922,"M","S763000"
281000996,"H","S711000"
281001245,"H","S573013"
281001331,"M","S132313"
281001375,"M","S573013"
281001623,"H","S711000"
281001900,"H","S711000"
281002044,"M","S574087"
281002095,"H","S574015"
281002176,"M","S711000"
281002232,"M","S711000"
281002285,"M","S574015"
281002495,"M","S711000"
281002521,"M","S711000"
281002647,"H","S574087"
281002912,"M","S711000"
281002938,"H","S711000"
281002961,"H","S711000"
281002966,"H","S574087"
281003088,"M","S573013"
281003153,"H","S574015"
281003253,"H","S711000"
281003393,"H","S574087"
281003428,"H","S132313"
281003502,"H","S711000"
281003604,"M","S711000"
281003616,"M","S711000"
281004298,"H","S573087"
281004332,"M","S574087"
281004343,"M","S574087"
281004348,"H","S573087"
281004396,"M","S573087"
281004401,"M","S711000"
281004443,"H","S711000"
281004480,"M","S573013"
281004565,"M","S711000"
281004585,"M","S711000"
281004620,"M","S711000"
281004644,"H","S711000"
281004692,"H","S574087"
281004836,"M","S711000"
281005038,"H","S574087"
281005204,"M","S711000"
281005210,"H","S573013"
281005568,"M","S763000"
281005767,"H","S711000"
281005871,"M","S573013"
281005903,"M","S711000"
281006179,"H","S709000"
281006188,"M","S711000"
281006347,"M","S711000"
281006393,"H","S711000"
281006424,"H","S456036"
281006427,"M","S711000"
281006442,"H","S573087"
281006464,"H","S711000"
281006573,"H","S711000"
281006577,"M","S456036"
281006584,"M","S711000"
281006630,"H","S574015"
281006879,"H","S573087"
281006974,"H","S574015"
281007008,"M","S574087"
281007062,"M","S711000"
281007147,"M","S711000"
281007298,"M","S711000"
281007424,"M","S574087"
281007567,"M","S711000"
281007621,"M","S711000"
281007749,"H","S711000"
281007885,"H","S573087"
281007914,"H","S574087"
281007935,"H","S574087"
281007976,"M","S574087"
281008067,"M","S711000"
281008081,"M","S711000"
281008524,"H","S574015"
281008996,"M","S573087"
281009026,"M","S573013"
281009233,"H","S574015"
281009515,"H","S574087"
281009552,"H","S574015"
281009556,"M","S132313"
281009560,"H","S574087"
281009607,"H","S573013"
281009744,"H","S132302"
281009841,"H","S711000"
281009933,"M","S711000"
281009940,"M","S715000"
281009987,"H","S574015"
281010025,"M","S709000"
281010086,"M","S715000"
281010098,"H","S573013"
281010211,"M","S711000"
281010238,"H","S711000"
281010686,"H","S574087"
281010828,"M","S132313"
281011004,"M","S711000"
281011188,"M","S711000"
281011195,"H","S573013"
281011252,"H","S711000"
281011263,"M","S711000"
290100585,"H","S715000"
290100658,"M","S715000"
290100672,"H","S715000"
290100759,"M","S715000"
290100793,"M","S715000"
290100835,"H","S456036"
290101031,"H","S715000"
290101140,"H","S132313"
290101233,"H","S715000"
290101405,"H","S456036"
290101440,"H","S715000"
290101727,"M","S715000"
290101825,"H","S715000"
290102053,"H","S132313"
290102294,"M","S715000"
290102396,"H","S456036"
290102503,"H","S715000"
290102537,"M","S715000"
290102745,"M","S715000"
290102785,"M","S715000"
290103074,"M","S715000"
290103176,"M","S715000"
290103375,"M","S715000"
290103412,"M","S715000"
290103818,"M","S132313"
290103879,"H","S715000"
290103958,"M","S715000"
290104156,"M","S715000"
290104202,"M","S132302"
290104209,"M","S715000"
290104259,"H","S715000"
290104272,"M","S715000"
290104341,"M","S132313"
290104543,"H","S715000"
290104603,"H","S715000"
290104732,"M","S132313"
290104789,"M","S715000"
290104891,"H","S132302"
290104938,"M","S715000"
290104950,"M","S715000"
290105045,"M","S715000"
290105209,"M","S132313"
290105512,"M","S715000"
290105579,"M","S715000"
290105653,"H","S715000"
290105662,"H","S456036"
290105683,"H","S715000"
290105861,"H","S715000"
290105874,"M","S132313"
290105902,"H","S456036"
290106156,"M","S715000"
290106180,"M","S715000"
290106323,"M","S715000"
290106365,"M","S715000"
290106376,"H","S132313"
290106392,"M","S715000"
290106452,"H","S456036"
290106660,"H","S715000"
290106673,"M","S132313"
290106684,"H","S573013"
290106735,"M","S715000"
290106766,"H","S573087"
290106783,"M","S715000"
290106810,"H","S715000"
290106872,"H","S715000"
290107050,"H","S715000"
290107085,"H","S715000"
290107537,"M","S715000"
290107628,"M","S715000"
290107679,"H","S715000"
290107695,"H","S715000"
290107790,"M","S132313"
290107828,"M","S715000"
290108088,"M","S715000"
290108210,"M","S715000"
290108431,"M","S715000"
290108449,"M","S715000"
290108571,"M","S715000"
290108749,"H","S715000"
290108760,"H","S571086"
290108772,"H","S715000"
290108792,"H","S715000"
290108949,"M","S715000"
290109114,"M","S132313"
290109307,"M","S715000"
290109319,"M","S132302"
290109413,"M","S715000"
290109531,"M","S715000"
290109630,"H","S132313"
290200503,"M","S715000"
290200562,"H","S715000"
290200656,"M","S715000"
290200662,"H","S456036"
290200744,"H","S132302"
290200769,"H","S715000"
290200780,"M","S715000"
290200809,"H","S132313"
290200821,"H","S715000"
290200896,"M","S715000"
290201220,"M","S715000"
290201420,"H","S715000"
290201593,"M","S715000"
290201625,"H","S715000"
290201666,"H","S715000"
290201741,"M","S715000"
290201852,"H","S715000"
290202111,"M","S715000"
290202215,"H","S715000"
290202390,"M","S715000"
290202500,"M","S132313"
290202683,"M","S456036"
290202990,"H","S715000"
290203486,"H","S456076"
290203696,"M","S715000"
290204019,"H","S715000"
290204076,"M","S132313"
290204085,"H","S715000"
290204377,"M","S715000"
290204496,"M","S715000"
290204568,"M","S715000"
290204620,"H","S132313"
290204867,"M","S715000"
290204946,"M","S715000"
290204984,"M","S715000"
290205050,"H","S715000"
290205056,"M","S715000"
290205100,"H","S715000"
290205122,"H","S715000"
290205133,"M","S715000"
290205141,"M","S132313"
290205164,"M","S715000"
290205218,"M","S715000"
290205279,"M","S132313"
290205416,"H","S132302"
290205555,"M","S715000"
290205669,"H","S715000"
290205688,"H","S715000"
290205695,"M","S715000"
290205726,"M","S715000"
290205740,"H","S715000"
290205822,"M","S715000"
290205908,"M","S715000"
290205962,"M","S715000"
290206227,"M","S132313"
290206288,"H","S715000"
290206495,"H","S715000"
290206999,"M","S715000"
290207012,"H","S456076"
290207103,"H","S715000"
290207200,"H","S132302"
290207242,"H","S715000"
290207289,"M","S715000"
290207329,"H","S715000"
290207425,"M","S132313"
290207492,"H","S715000"
290207623,"M","S715000"
290207634,"M","S715000"
290207660,"H","S715000"
290207683,"M","S715000"
290207703,"H","S132313"
290207755,"M","S715000"
290207768,"M","S132313"
290207948,"H","S715000"
290208074,"H","S715000"
290208247,"H","S715000"
290208617,"M","S715000"
290208723,"M","S715000"
290208769,"H","S715000"
290208791,"M","S715000"
290208979,"H","S715000"
290209062,"M","S715000"
290209069,"M","S715000"
290209096,"H","S456076"
290209303,"M","S715000"
290209321,"M","S715000"
290209363,"H","S715000"
290209384,"H","S715000"
290209387,"H","S715000"
290209399,"M","S715000"
290209448,"M","S715000"
290300453,"M","S715000"
290300528,"H","S715000"
290300539,"H","S715000"
290300551,"M","S132302"
290300560,"H","S132313"
290300567,"M","S715000"
290300620,"H","S715000"
290300829,"H","S715000"
290300871,"H","S715000"
290301007,"H","S715000"
290301121,"M","S715000"
290301223,"M","S715000"
290301377,"H","S715000"
290301475,"M","S132313"
290301535,"H","S715000"
290301541,"H","S715000"
290301658,"H","S715000"
290301696,"M","S715000"
290301699,"H","S715000"
290301766,"H","S715000"
290301879,"M","S715000"
290301888,"M","S715000"
290301928,"M","S132313"
290301939,"M","S715000"
290301991,"H","S715000"
290302116,"M","S715000"
290302187,"M","S715000"
290302196,"M","S715000"
290302473,"M","S715000"
290302491,"M","S132313"
290302506,"M","S132313"
290302529,"M","S715000"
290302586,"M","S132313"
290302706,"H","S715000"
290302711,"M","S456036"
290302726,"M","S132313"
290302891,"H","S715000"
290302931,"M","S715000"
290303081,"M","S715000"
290303312,"H","S715000"
290303409,"H","S715000"
290303538,"M","S715000"
290303634,"H","S715000"
290303654,"H","S715000"
290303986,"M","S132313"
290304004,"M","S715000"
290304072,"M","S715000"
290304083,"M","S715000"
290304087,"M","S715000"
290304137,"H","S132313"
290304221,"M","S715000"
290304251,"H","S715000"
290304269,"M","S715000"
290304380,"H","S715000"
290304415,"M","S715000"
290304425,"H","S715000"
290304535,"H","S715000"
290304597,"H","S132302"
290304649,"M","S715000"
290304754,"H","S715000"
290304775,"M","S715000"
290304798,"M","S132313"
290304842,"M","S715000"
290304914,"M","S715000"
290304935,"H","S715000"
290304982,"M","S132302"
290305011,"M","S715000"
290305127,"M","S715000"
290305134,"M","S132313"
290305142,"H","S715000"
290305228,"M","S715000"
290305251,"M","S715000"
290305483,"M","S715000"
290305516,"M","S715000"
290305568,"M","S715000"
290305577,"M","S715000"
290305624,"M","S132302"
290305670,"M","S715000"
290305690,"H","S715000"
290305712,"M","S715000"
290305757,"M","S715000"
290305882,"M","S715000"
290305922,"M","S715000"
290305993,"M","S715000"
290306082,"M","S715000"
290306154,"H","S132313"
290306184,"M","S715000"
290306200,"M","S715000"
290306221,"M","S715000"
290306252,"M","S132313"
290306267,"H","S715000"
290306277,"M","S715000"
290306281,"H","S715000"
290306387,"H","S715000"
290306398,"M","S132313"
290306421,"M","S715000"
290306448,"H","S715000"
290306469,"M","S715000"
290306477,"M","S715000"
290306577,"H","S715000"
290306612,"H","S715000"
290306890,"M","S715000"
290306914,"M","S715000"
290307022,"M","S132313"
290307548,"M","S715000"
290307570,"M","S715000"
290307578,"M","S715000"
290307645,"M","S715000"
290307888,"H","S715000"
290307891,"M","S715000"
290307922,"H","S715000"
290307992,"M","S715000"
290308024,"H","S715000"
290308027,"M","S715000"
290308054,"M","S715000"
290308110,"H","S715000"
290308166,"M","S715000"
290308197,"M","S715000"
290308300,"M","S715000"
290308520,"M","S715000"
290308531,"M","S132313"
290308798,"M","S715000"
290309044,"H","S573013"
290309067,"M","S132313"
290309083,"M","S456036"
290309087,"M","S715000"
290309151,"M","S715000"
290309227,"H","S715000"
290309323,"H","S715000"
290309340,"M","S715000"
290309381,"M","S571086"
290309385,"H","S715000"
290309390,"H","S132302"
290309524,"H","S715000"
290309548,"M","S715000"
290309560,"H","S715000"
290400502,"H","S715000"
290400520,"M","S715000"
290400570,"H","S715000"
290400576,"M","S715000"
290400600,"M","S705000"
290400617,"H","S715000"
290400709,"H","S715000"
290400750,"M","S715000"
290400818,"M","S132313"
290400823,"H","S715000"
290400854,"M","S715000"
290400957,"H","S715000"
290400964,"H","S715000"
290400977,"M","S715000"
290401039,"H","S715000"
290401075,"H","S715000"
290401219,"M","S715000"
290401273,"M","S132313"
290401429,"M","S715000"
290401661,"H","S715000"
290401804,"H","S715000"
290401870,"H","S715000"
290401967,"H","S715000"
290402006,"H","S715000"
290402017,"H","S715000"
290402061,"M","S715000"
290402387,"M","S715000"
290402440,"M","S132313"
290402489,"M","S715000"
290402628,"H","S715000"
290402663,"M","S715000"
290402677,"M","S715000"
290402728,"M","S715000"
290402735,"M","S456076"
290402778,"H","S715000"
290402999,"M","S715000"
290403007,"M","S715000"
290403022,"M","S715000"
290403045,"M","S715000"
290403351,"M","S715000"
290403358,"H","S456036"
290403432,"H","S132302"
290403562,"M","S715000"
290403643,"H","S715000"
290403822,"M","S715000"
290403867,"H","S132313"
290403889,"M","S715000"
290403909,"H","S132302"
290404144,"H","S715000"
290404198,"H","S715000"
290404215,"H","S715000"
290404305,"M","S715000"
290404452,"M","S715000"
290404498,"H","S715000"
290404507,"M","S715000"
290404807,"H","S715000"
290404936,"H","S715000"
290404985,"M","S715000"
290405129,"H","S132313"
290405163,"H","S715000"
290405195,"M","S132313"
290405255,"H","S715000"
290405258,"M","S715000"
290405352,"H","S715000"
290405361,"H","S715000"
290405368,"H","S715000"
290405475,"H","S715000"
290405488,"M","S132313"
290405623,"H","S715000"
290405642,"H","S715000"
290405671,"M","S715000"
290405797,"M","S132313"
290405836,"M","S715000"
290405838,"H","S715000"
290406147,"H","S132302"
290406232,"M","S715000"
290406266,"H","S715000"
290406754,"M","S715000"
290406768,"M","S715000"
290406911,"M","S715000"
290406959,"H","S715000"
290407154,"M","S132313"
290407156,"H","S715000"
290407173,"M","S715000"
290407275,"M","S715000"
290407315,"M","S715000"
290407335,"H","S715000"
290407674,"H","S715000"
290407702,"H","S715000"
290407724,"H","S715000"
290407783,"M","S132313"
290407797,"H","S715000"
290407801,"M","S715000"
290407929,"M","S715000"
290407936,"H","S715000"
290407972,"M","S715000"
290407974,"M","S715000"
290407987,"M","S715000"
290408051,"H","S573087"
290408115,"M","S715000"
290408123,"M","S715000"
290408496,"H","S571086"
290408596,"M","S715000"
290408715,"M","S715000"
290408720,"H","S715000"
290408868,"H","S715000"
290408878,"H","S715000"
290409084,"H","S715000"
290409122,"M","S715000"
290409207,"H","S715000"
290409297,"M","S715000"
290409335,"M","S456076"
290409375,"M","S715000"
290409386,"M","S715000"
290409642,"M","S715000"
290409643,"M","S715000"
290500538,"M","S715000"
290500571,"H","S715000"
290500615,"M","S571086"
290500870,"M","S715000"
290500900,"M","S715000"
290500994,"M","S715000"
290501009,"H","S715000"
290501187,"M","S715000"
290501236,"M","S715000"
290501425,"H","S715000"
290501644,"M","S715000"
290501698,"H","S715000"
290501737,"M","S715000"
290501763,"M","S715000"
290501897,"H","S715000"
290502062,"M","S715000"
290502259,"M","S715000"
290502325,"H","S715000"
290502352,"H","S715000"
290502367,"H","S132313"
290502490,"M","S715000"
290502517,"H","S715000"
290502722,"M","S715000"
290502887,"M","S715000"
290503163,"M","S715000"
290503168,"M","S715000"
290503452,"H","S715000"
290503625,"M","S132313"
290503631,"M","S715000"
290503745,"M","S715000"
290504047,"H","S715000"
290504093,"M","S132313"
290504355,"M","S715000"
290504366,"M","S715000"
290504565,"M","S715000"
290505311,"M","S715000"
290505351,"M","S715000"
290505374,"M","S715000"
290505425,"H","S132313"
290505434,"H","S715000"
290505514,"H","S715000"
290505565,"H","S715000"
290505837,"H","S715000"
290505916,"M","S715000"
290505949,"M","S715000"
290505985,"H","S715000"
290506231,"H","S715000"
290506306,"M","S715000"
290506363,"H","S456036"
290506366,"H","S715000"
290506396,"H","S715000"
290506466,"H","S715000"
290506499,"H","S715000"
290506594,"H","S715000"
290506648,"M","S456036"
290506884,"M","S715000"
290506973,"M","S715000"
290507146,"H","S715000"
290507199,"H","S715000"
290507208,"M","S715000"
290507296,"M","S715000"
290507328,"M","S715000"
290507427,"M","S715000"
290507489,"M","S715000"
290507512,"M","S715000"
290507520,"M","S715000"
290507587,"H","S715000"
290507649,"H","S715000"
290507670,"M","S715000"
290507881,"M","S715000"
290507955,"M","S573013"
290508026,"M","S715000"
290508245,"H","S132302"
290508281,"H","S715000"
290509085,"H","S715000"
290509200,"M","S715000"
290509241,"M","S715000"
290509331,"M","S715000"
290509557,"H","S715000"
290509646,"H","S715000"
290600472,"H","S715000"
290600548,"M","S715000"
290600645,"M","S715000"
290600816,"M","S715000"
290600882,"M","S715000"
290601285,"H","S715000"
290601324,"M","S715000"
290601414,"M","S132313"
290601482,"M","S715000"
290601506,"H","S715000"
290601617,"M","S715000"
290601626,"H","S715000"
290601636,"M","S715000"
290601643,"M","S715000"
290601733,"M","S132313"
290601882,"H","S456076"
290601935,"M","S715000"
290602151,"H","S132302"
290602263,"M","S715000"
290602323,"H","S715000"
290602547,"H","S715000"
290602692,"M","S132313"
290602803,"H","S132302"
290602942,"H","S715000"
290603021,"M","S715000"
290603069,"H","S715000"
290603267,"M","S715000"
290603291,"M","S132313"
290603426,"M","S715000"
290603534,"M","S715000"
290603750,"M","S715000"
290603924,"M","S132313"
290604039,"M","S715000"
290604042,"H","S132313"
290604088,"M","S715000"
290604094,"M","S715000"
290604103,"H","S715000"
290604881,"H","S715000"
290604892,"H","S456036"
290604898,"H","S715000"
290605017,"M","S715000"
290605178,"M","S715000"
290605185,"M","S715000"
290605474,"H","S715000"
290605499,"M","S715000"
290605821,"M","S715000"
290606013,"H","S715000"
290606508,"H","S715000"
290606578,"H","S132313"
290606619,"M","S715000"
290606700,"M","S715000"
290606786,"H","S132313"
290606861,"M","S715000"
290607093,"M","S715000"
290607096,"H","S715000"
290607102,"H","S715000"
290607139,"H","S715000"
290607285,"H","S715000"
290607454,"H","S715000"
290607466,"H","S715000"
290607542,"M","S132313"
290607577,"M","S132313"
290607605,"H","S715000"
290607854,"H","S715000"
290607991,"M","S715000"
290608012,"M","S132313"
290608016,"H","S132313"
290608274,"M","S715000"
290608367,"M","S715000"
290608451,"H","S715000"
290608570,"M","S715000"
290608616,"H","S573013"
290608620,"H","S715000"
290608768,"H","S456076"
290608849,"M","S715000"
290608869,"M","S715000"
290608922,"H","S715000"
290608952,"H","S132302"
290608964,"H","S715000"
290608989,"M","S715000"
290609002,"M","S715000"
290609389,"M","S132302"
290609613,"H","S715000"
290700493,"M","S715000"
290700747,"H","S715000"
290700782,"H","S715000"
290701090,"M","S715000"
290701149,"M","S715000"
290701320,"M","S132313"
290701341,"H","S715000"
290701486,"M","S456036"
290701603,"M","S715000"
290701615,"M","S132313"
290701752,"M","S132313"
290701760,"M","S715000"
290701973,"H","S715000"
290702049,"H","S715000"
290702165,"H","S715000"
290702694,"M","S715000"
290702819,"H","S132302"
290702920,"M","S715000"
290702947,"M","S456036"
290703003,"H","S715000"
290703410,"H","S715000"
290703435,"H","S715000"
290703698,"H","S715000"
290703706,"H","S715000"
290704055,"M","S715000"
290704057,"M","S715000"
290704082,"M","S715000"
290704112,"M","S715000"
290704163,"H","S715000"
290704173,"H","S715000"
290704240,"M","S715000"
290704273,"M","S715000"
