"","FOLIO","SEXO","OPC_ED01"
"10886","330501827","H","S557087"
"10887","330501834","M","S464044"
"10888","330501843","M","S805000"
"10889","330501853","H","S054000"
"10890","330501903","M","S054000"
"10891","330502016","M","S557094"
"10892","330502032","M","S805000"
"10893","330502041","H","S557087"
"10894","330502064","M","S054000"
"10895","330502068","M","S054000"
"10896","330502101","H","S054000"
"10897","330502183","H","S054000"
"10898","330502187","M","S054000"
"10899","330502204","M","S054000"
"10900","330502386","H","S054000"
"10901","330502440","H","S054000"
"10902","330502456","M","S464044"
"10903","330502499","M","S054000"
"10904","330502515","M","S805000"
"10905","330502543","M","S054000"
"10906","330502546","M","S473044"
"10907","330502557","M","S473044"
"10908","330502568","H","S054000"
"10909","330502572","H","S054000"
"10910","330502582","H","S557094"
"10911","330502814","M","S054000"
"10912","330502847","H","S054000"
"10913","330502879","M","S054000"
"10914","330502889","M","S054000"
"10915","330502900","H","S473044"
"10916","330502953","M","S557094"
"10917","330502966","H","S054000"
"10918","330503097","H","S557094"
"10919","330503138","M","S054000"
"10920","330503229","M","S464044"
"10921","330503254","M","S473044"
"10922","330503268","M","S054000"
"10923","330503296","H","S557094"
"10924","330503348","H","S054000"
"10925","330503414","M","S473044"
"10926","330503430","M","S464044"
"10927","330503434","H","S054000"
"10928","330503448","H","S464044"
"10929","330503452","M","S054000"
"10930","330503457","M","S054000"
"10931","330503479","H","S054000"
"10932","330503494","M","S054000"
"10933","330503582","H","S805000"
"10934","330503685","H","S054000"
"10935","330503759","H","S054000"
"10936","330503808","H","S054000"
"10937","330503826","M","S473044"
"10938","330503917","M","S463070"
"10939","330503922","M","S473044"
"10940","330503935","M","S150340"
"10941","330503938","M","S054000"
"10942","330503986","M","S054000"
"10943","330504012","H","S805000"
"10944","330504087","M","S054000"
"10945","330504156","M","S054000"
"10946","330504160","M","S054000"
"10947","330504218","H","S557094"
"10948","330504230","H","S150340"
"10949","330504246","H","S054000"
"10950","330504283","M","S054000"
"10951","330504371","M","S054000"
"10952","330504420","H","S054000"
"10953","330504547","H","S557087"
"10954","330504628","M","S054000"
"10955","330504817","M","S054000"
"10956","330504827","M","S473044"
"10957","330504850","M","S473044"
"10958","330504857","H","S054000"
"10959","330504863","M","S054000"
"10960","330504876","M","S054000"
"10961","330504893","M","S054000"
"10962","330504897","H","S464044"
"10963","330504900","M","S805000"
"10964","330504907","H","S464044"
"10965","330504940","H","S054000"
"10966","330504941","H","S557087"
"10967","330504944","M","S473044"
"10968","330505121","H","S054000"
"10969","330505136","H","S805000"
"10970","330505215","M","S054000"
"10971","330505217","H","S805000"
"10972","330505219","H","S805000"
"10973","330505242","M","S473044"
"10974","330505274","M","S464044"
"10975","330505417","M","S054000"
"10976","330505471","M","S054000"
"10977","330505482","M","S054000"
"10978","330505503","H","S054000"
"10979","330505544","H","S054000"
"10980","330505554","H","S054000"
"10981","330505603","H","S054000"
"10982","330505610","M","S805000"
"10983","330505662","H","S054000"
"10984","330505676","M","S054000"
"10985","330505696","M","S464044"
"10986","330505703","M","S054000"
"10987","330505707","H","S054000"
"10988","330505748","M","S054000"
"10989","330505773","M","S464044"
"10990","330505817","M","S805000"
"10991","330505852","M","S464044"
"10992","330505904","M","S054000"
"10993","330505957","H","S463070"
"10994","330506022","H","S805000"
"10995","330506078","M","S054000"
"10996","330506123","H","S054000"
"10997","330506233","H","S150340"
"10998","330506251","M","S054000"
"10999","330506257","H","S557094"
"11000","330506289","M","S464044"
"11001","330506320","M","S473044"
"11002","330506340","M","S054000"
"11003","330506403","H","S464044"
"11004","330506408","M","S464044"
"11005","330506440","M","S473044"
"11006","330506445","M","S464044"
"11007","330506451","H","S054000"
"11008","330506461","M","S054000"
"11009","330506470","M","S054000"
"11010","330506534","M","S464044"
"11011","330506587","M","S054000"
"11012","330506614","H","S805000"
"11013","330506628","H","S805000"
"11014","330506644","H","S463070"
"11015","330506651","M","S464044"
"11016","330506656","M","S473044"
"11017","330506659","H","S473044"
"11018","330506846","H","S054000"
"11019","330506857","H","S054000"
"11020","330506871","M","S464044"
"11021","330506898","M","S054000"
"11022","330506912","M","S805000"
"11023","330506918","M","S054000"
"11024","330506935","H","S054000"
"11025","330506943","H","S464044"
"11026","330507024","M","S805000"
"11027","330507042","M","S464044"
"11028","330507052","H","S555092"
"11029","330507068","M","S054000"
"11030","330507085","H","S805000"
"11031","330507099","H","S464044"
"11032","330507104","M","S805000"
"11033","330507112","H","S557087"
"11034","330507132","H","S805000"
"11035","330507135","M","S054000"
"11036","330507145","H","S054000"
"11037","330507153","H","S134313"
"11038","330507176","H","S557094"
"11039","330507188","H","S054000"
"11040","330507289","H","S473044"
"11041","330507415","M","S464044"
"11042","330507442","M","S054000"
"11043","330507445","M","S805000"
"11044","330507483","H","S054000"
"11045","330507496","H","S150340"
"11046","330507513","M","S464044"
"11047","330507531","M","S054000"
"11048","330507577","H","S054000"
"11049","330507587","H","S054000"
"11050","330507598","H","S054000"
"11051","330507622","H","S054000"
"11052","330507659","M","S464044"
"11053","330507669","H","S805000"
"11054","330507691","H","S054000"
"11055","330507693","H","S557087"
"11056","330507702","M","S464044"
"11057","330507721","H","S054000"
"11058","330507728","H","S557094"
"11059","330507743","M","S054000"
"11060","330507775","M","S054000"
"11061","330507824","H","S054000"
"11062","330507891","M","S473044"
"11063","330507912","M","S555092"
"11064","330507932","M","S473044"
"11065","330507938","M","S473044"
"11066","330507978","M","S473044"
"11067","330508018","M","S805000"
"11068","330508022","M","S464044"
"11069","330508330","H","S054000"
"11070","330508340","H","S464044"
"11071","330508364","H","S464044"
"11072","330508376","M","S805000"
"11073","330508378","M","S464044"
"11074","330508394","M","S464044"
"11075","330508404","M","S054000"
"11076","330508421","M","S464044"
"11077","330508437","M","S054000"
"11078","330508452","M","S805000"
"11079","330508461","M","S054000"
"11080","330508505","H","S473044"
"11081","330508543","H","S557087"
"11082","330508588","M","S557094"
"11083","330600263","M","S054000"
"11084","330600282","H","S054000"
"11085","330600284","H","S464044"
"11086","339008810","H","S054000"
"11087","340100378","M","S705000"
"11088","340100731","H","S705000"
"11089","340100762","H","S574015"
"11090","340101035","H","S467092"
"11091","340101953","M","S467092"
"11092","340102730","H","S711000"
"11093","340102979","H","S467092"
"11094","340103447","H","S467092"
"11095","340104017","H","S132313"
"11096","340104407","M","S132313"
"11097","340104444","M","S132313"
"11098","340104951","H","S705000"
"11099","340105164","M","S709000"
"11100","340200108","H","S467092"
"11101","340200468","H","S467092"
"11102","340200536","M","S705000"
"11103","340201402","M","S705000"
"11104","340201698","M","S705000"
"11105","340201832","H","S715000"
"11106","340203065","M","S705000"
"11107","340203557","M","S705000"
"11108","340204107","M","S705000"
"11109","340204392","H","S467092"
"11110","340204571","M","S132313"
"11111","340205110","H","S467092"
"11112","340205810","M","S467092"
"11113","340300078","M","S705000"
"11114","340300245","H","S467092"
"11115","340301128","H","S132302"
"11116","340301292","H","S705000"
"11117","340301666","H","S705000"
"11118","340302002","M","S467092"
"11119","340302035","H","S132302"
"11120","340302371","H","S705000"
"11121","340302436","H","S467092"
"11122","340302972","H","S715000"
"11123","340304061","H","S467092"
"11124","340304227","H","S705000"
"11125","340304337","H","S467092"
"11126","340304866","M","S132313"
"11127","340305126","M","S132313"
"11128","340305228","H","S467092"
"11129","340305960","M","S763000"
"11130","340400312","H","S705000"
"11131","340400741","M","S467092"
"11132","340400787","M","S711000"
"11133","340401475","M","S705000"
"11134","340402431","M","S705000"
"11135","340404495","M","S705000"
"11136","340500660","M","S132302"
"11137","340501069","H","S573013"
"11138","340502254","M","S132313"
"11139","340502405","H","S477039"
"11140","340502823","M","S705000"
"11141","340503784","H","S132302"
"11142","340504082","H","S467092"
"11143","340504729","M","S705000"
"11144","340504757","H","S132302"
"11145","340504838","M","S705000"
"11146","340505002","M","S132302"
"11147","340505307","M","S467092"
"11148","349005249","H","S705000"
"11149","349006002","H","S705000"
"11150","350100114","M","S763000"
"11151","350100318","M","S763000"
"11152","350100443","M","S763000"
"11153","350100625","M","S763000"
"11154","350101252","H","S467092"
"11155","350101267","H","S763000"
"11156","350101788","H","S467092"
"11157","350102157","M","S763000"
"11158","350102248","M","S467092"
"11159","350102670","H","S467092"
"11160","350103047","M","S477039"
"11161","350103323","M","S805000"
"11162","350103789","M","S477046"
"11163","350104543","H","S477070"
"11164","350104840","M","S763000"
"11165","350104975","M","S763000"
"11166","350105258","M","S763000"
"11167","350105948","H","S763000"
"11168","350106163","H","S477070"
"11169","350107176","M","S132302"
"11170","350300330","M","S763000"
"11171","350300744","H","S477070"
"11172","350300770","H","S467092"
"11173","350301001","M","S467092"
"11174","350301123","H","S467092"
"11175","350301525","H","S846000"
"11176","350301733","M","S477046"
"11177","350302120","M","S467092"
"11178","350302151","H","S477070"
"11179","350302290","M","S763000"
"11180","350302448","M","S452069"
"11181","350302582","M","S763000"
"11182","350303187","M","S763000"
"11183","350303232","H","S477035"
"11184","350303345","H","S467092"
"11185","350303526","H","S763000"
"11186","350303619","H","S467092"
"11187","350303823","M","S477046"
"11188","350303827","H","S477070"
"11189","350303876","H","S477039"
"11190","350304065","H","S477035"
"11191","350304260","M","S477070"
"11192","350304432","H","S763000"
"11193","350304544","M","S464044"
"11194","350304586","M","S763000"
"11195","350304797","H","S467092"
"11196","350305629","M","S763000"
"11197","350305663","M","S132313"
"11198","350305903","M","S477046"
"11199","350306452","M","S477046"
"11200","350306490","M","S763000"
"11201","350306716","M","S467092"
"11202","350306881","H","S467092"
"11203","350400133","M","S467092"
"11204","350400315","H","S467092"
"11205","350400382","H","S477070"
"11206","350400733","H","S763000"
"11207","350401976","M","S477035"
"11208","350402639","H","S763000"
"11209","350403491","H","S763000"
"11210","350404048","M","S763000"
"11211","350404249","M","S805000"
"11212","350404903","M","S709000"
"11213","350405287","M","S763000"
"11214","350405307","H","S763000"
"11215","350406513","H","S467092"
"11216","350406810","M","S477035"
"11217","350407038","H","S763000"
"11218","350500106","H","S467092"
"11219","350500936","M","S467092"
"11220","350501683","H","S467092"
"11221","350503055","H","S763000"
"11222","350503488","M","S763000"
"11223","350503937","M","S477035"
"11224","350504114","M","S477070"
"11225","350504453","H","S846000"
"11226","350505354","H","S477039"
"11227","350505841","H","S574087"
"11228","350506647","M","S805000"
"11229","350600665","H","S763000"
"11230","350601278","M","S763000"
"11231","350601793","M","S452069"
"11232","350602680","M","S477035"
"11233","350602874","H","S477070"
"11234","350603279","M","S477070"
"11235","350603410","H","S477035"
"11236","350603540","M","S467092"
"11237","350603693","M","S763000"
"11238","350604103","H","S467092"
"11239","350604738","M","S805000"
"11240","350606667","M","S763000"
"11241","359007137","H","S763000"
"11242","359007234","M","S477039"
"11243","360100736","H","S763000"
"11244","360100748","M","S477070"
"11245","360100843","H","S763000"
"11246","360100916","H","S763000"
"11247","360101008","M","S711000"
"11248","360101099","H","S467092"
"11249","360101157","H","S763000"
"11250","360101318","H","S763000"
"11251","360101445","H","S763000"
"11252","360101464","M","S711000"
"11253","360101514","H","S477035"
"11254","360101816","M","S763000"
"11255","360101857","H","S763000"
"11256","360102085","M","S763000"
"11257","360102086","M","S763000"
"11258","360102414","M","S763000"
"11259","360102450","M","S763000"
"11260","360102493","M","S763000"
"11261","360102531","M","S763000"
"11262","360102542","H","S467092"
"11263","360102543","H","S763000"
"11264","360102555","H","S763000"
"11265","360102556","M","S763000"
"11266","360102571","H","S467092"
"11267","360102591","H","S477046"
"11268","360102640","M","S709000"
"11269","360102653","H","S763000"
"11270","360102662","M","S132313"
"11271","360102691","H","S477046"
"11272","360102700","H","S711000"
"11273","360102708","M","S763000"
"11274","360102728","M","S763000"
"11275","360102777","M","S763000"
"11276","360102804","M","S763000"
"11277","360102863","H","S763000"
"11278","360102888","M","S763000"
"11279","360103059","M","S763000"
