"Año","No_sector","Sector","Aguascalientes","Baja.California","Baja.California.Sur","Campeche","Coahuila","Colima","Chiapas","Chihuahua","CDMX","Durango","Guanajuato","Guerrero","Hidalgo","Jalisco","Mexico","Michoacan","Morelos","Nayarit","Nuevo.Leon","Oaxaca","Puebla","Queretaro","Quintana.Roo","San.Luis.Potosi","Sinaloa","Sonora","Tabasco","Tamaulipas","Tlaxcala","Veracruz","Yucatan","Zacatecas"
"2018","02","11. Agricultura, ganadería, aprovechamiento forestal, pesca y caza (solo pesca y acuicultura animal)",0.0425548336502824,0.815866476499196,3.73903695842499,6.45892470542914,0.0696443237476785,1.49595291392705,3.31117662243406,0.172578316739121,0,0.161669523971094,0.133881844313584,4.16059441401556,0.403814782620763,0.493387738471165,0.0538057900612597,1.29051106023513,0.465340902110751,6.67502436324712,0.0176530181259792,2.38497062580901,0.227979637560001,0.113661077668297,0.513966182786783,0.117927961833442,6.35112342383703,4.2770209935605,4.96356237424516,0.0371217132032065,0.317313009681208,2.32592977198511,2.92896531269443,0.356393301283746
"2018","03","21. Minería",1.26131687937346,0.122547557762487,2.49498111469658,13.1058094003824,2.45705304241511,2.48989601403921,1.19128420229823,2.25619735841128,0.255672623911111,5.8184629563675,0.273397945750314,1.0056022799828,1.06298316783386,0.143613308737487,0.150810996283367,0,0.0549691231306464,0,0.232507556813083,0,0.31593767914446,0.425246576245908,0.142893789833886,1.20663511179844,0.617988157099529,3.60065871978477,6.12842687284076,36.4220654602169,0,1.55232700434753,0.335099653004478,9.42978674018084
"2018","04","22. Electricidad, agua y suministro de gas por ductos al consumidor final",0,0,1.01378377788162,0,0.447036327049392,0,0.800589138227835,0.592422090711616,2.61004334691374,0.696450473751631,0.472518361018703,1.16496774566761,0.96170362614776,0.628033259932942,0.76996170370531,0.706793919550049,0.821163012279374,0,0.563052299703902,1.11327343791291,0.501722036297113,0.405992810357825,0.438531996144663,0.641090213403298,0.860388327978149,1.12830362066993,1.26358643406907,0.572231481875789,0.471652933392484,1.94143759700338,0.493188063743278,0.990429298198228
"2018","05","23. Construcción",1.17083033199268,0.808935731409541,2.02349570716433,1.2915357115339,1.10627003806567,1.61441488737697,0.891796123580293,0.798820414787883,1.03545513484849,1.16529466957826,0.932506478909243,0.467868009425218,0.921470661993762,1.25266597397059,0.461392388496844,0.842260975911643,0.800454486995008,0.998084992886754,1.15048257277175,0.791949421202496,0.778487008418324,1.27420224313628,0.73806996787326,1.04510913552712,1.80209197544593,1.34401969952498,1.21135557842172,0.0717686445000711,0.364903138462202,1.00903851174528,1.74556846500703,1.20268633230647
"2018","06","31-33. Industrias manufacturera",1.52367394786864,1.74836215632862,0.229129519218327,0.396330506917325,1.79531639144104,0.454004076183305,0.510838031226109,2.03977230147873,0.349371496355189,1.22177249207637,1.54263082312938,0.676925791403627,1.09262323447491,1.07794305382911,1.05647017199033,0.768502437746308,0.754760037967908,0.417746483143188,1.29434544088055,0.77409654146614,1.14285439691533,1.41228026383166,0.140604504226623,1.41770621336874,0.537931597082448,1.22877213946924,0.367147461433702,2.07759181427051,1.50247689288571,0.603658391607738,0.912968517150986,0.930873269580671
"2018","07","43. Comercio al por mayor",1.0391013023753,0.855543696685906,0.908473821223215,0.804119207946142,0.69444650043744,1.15270960705204,0.961933326331195,0.744988136369929,1.00848363237598,0.918856782568373,0.982953904116286,0.778940369297533,0.859499702090986,1.34794511014092,1.1396922735119,1.31523330437382,0.848916278669106,0.791261433441489,1.07568166311902,0.772047658066877,0.924078977527441,0.943650391880684,0.634410480048536,1.02629352031379,1.25347890286647,0.940967100347848,0.981351174584041,1.23836248862633,0.633148777965048,0.986682871142272,0.962456487273911,1.02078493338666
"2018","08","46. Comercio al por menor",0.860104565684592,0.772995910521671,0.912035657469868,1.06824623341957,0.690329289891122,1.06406495402602,1.60018843208351,0.729600527381641,0.665371496108329,0.988727187574888,0.969121013458351,1.49210398649283,1.33215681629933,1.02043540098992,1.32402824920461,1.34841739997955,1.35179847486906,1.1411690979582,0.668523719420502,1.51005860302775,1.25994589221963,0.710689604755106,0.942991558974781,0.935323030246172,1.114319431476,0.835097454977649,1.45422953563362,0.36641286744114,1.32631148286903,1.4150951727075,1.04225408704427,1.21090356913552
"2018","09","48-49. Transportes, correos y almacenamiento",0.83397778705971,0.922593364854597,0.981914126705182,0.836746468419264,0.812271416349035,2.83442975723002,0.825124677084905,0.763992341383136,1.37748304070648,1.13691554105247,0.970227738017728,0.591599822144813,0.718708104439208,0.753942477020363,1.13501458585361,0.823326598067114,0.850529599432648,0.410135455189113,1.4187275823936,0.617916435559537,0.766172027084635,0.832949004600742,0.773030247879937,0.780133690612733,1.11062324292685,0.64258118977699,1.01766361073797,0.973644405368838,0.43492474940442,1.12953331737128,0.822145308524897,0.512838030607385
"2018","10","51. Información en medios masivos",0.283015619598208,0.4313249600729,0.474884946627683,0.699196335787583,0.394110976536691,0.391507682682534,0.393467677398698,0.614564911514745,3.46494723737953,0.345512528602705,0.2489141566296,0.325246966125761,0.362672292158454,1.11156805335908,0.34805639509821,0.502006073117076,0.485250625476321,0.211721753258949,0.912147781244061,0.354576488131088,0.396697704370319,0.289760624681616,0.519635244089202,0.342766662832957,0.46246550521569,0.42499507454469,0.859522693584292,1.75823659608215,0.150016882159138,0.429733417557472,0.562374048708276,0.910579541022509
"2018","11","52.Servicios financieros y de seguros",0.263893073672686,0.25158096624988,0.192937157163094,0,0.457973094835487,0.339813109482083,0.679046085817869,0.193486828391222,3.77218059903162,0.297675579165634,0.513458663167801,0.273046989194049,0.321587382336237,0.314518824084498,0.302371509864197,0.395267193561685,0.290241603994833,0.354894650344203,1.61969680740643,0.524642587809991,0.329605503207294,0.4074039020622,0.214921647199857,0.28553456342721,0.404615666125314,0.360122113072257,0.450729869842792,0.0340410843195003,0.225294155532887,0.448885728917952,0.562578451365579,0.26660830122269
